CMDLINE python seraph.py -s /home/yangzq18/transparentC/zxing-cpp-emscripten/build-wasm/zxing.wasm -wasm -g -p xuperchain
MEM 1.218750 1620713437.0010
MEM 19.476562 1620713437.1013
MEM 28.285156 1620713437.2018
MEM 33.882812 1620713437.3025
MEM 42.320312 1620713437.4030
MEM 49.117188 1620713437.5037
MEM 56.660156 1620713437.6041
MEM 70.343750 1620713437.7046
MEM 76.898438 1620713437.8051
MEM 83.386719 1620713437.9055
MEM 89.093750 1620713438.0061
MEM 94.042969 1620713438.1070
MEM 97.417969 1620713438.2079
MEM 105.992188 1620713438.3085
MEM 112.734375 1620713438.4089
MEM 118.914062 1620713438.5094
MEM 129.101562 1620713438.6100
MEM 133.757812 1620713438.7104
MEM 144.929688 1620713438.8113
MEM 148.539062 1620713438.9122
MEM 159.449219 1620713439.0126
MEM 166.722656 1620713439.1131
MEM 169.609375 1620713439.2137
MEM 174.265625 1620713439.3143
MEM 176.050781 1620713439.4150
MEM 176.097656 1620713439.5158
MEM 176.097656 1620713439.6164
MEM 176.097656 1620713439.7169
MEM 176.097656 1620713439.8174
MEM 176.187500 1620713439.9180
MEM 177.246094 1620713440.0187
MEM 177.246094 1620713440.1194
MEM 177.246094 1620713440.2202
MEM 177.246094 1620713440.3206
MEM 181.042969 1620713440.4211
MEM 186.000000 1620713440.5216
MEM 191.234375 1620713440.6221
MEM 198.195312 1620713440.7226
MEM 201.289062 1620713440.8234
MEM 204.640625 1620713440.9243
MEM 213.910156 1620713441.0247
MEM 215.195312 1620713441.1252
MEM 217.257812 1620713441.2258
MEM 217.773438 1620713441.3265
MEM 218.546875 1620713441.4273
MEM 219.644531 1620713441.5277
MEM 220.675781 1620713441.6282
MEM 221.707031 1620713441.7287
MEM 224.285156 1620713441.8291
MEM 224.800781 1620713441.9295
MEM 225.316406 1620713442.0301
MEM 225.574219 1620713442.1309
MEM 225.832031 1620713442.2317
MEM 226.054688 1620713442.3322
MEM 226.054688 1620713442.4326
MEM 226.308594 1620713442.5332
MEM 228.347656 1620713442.6338
MEM 234.535156 1620713442.7344
MEM 240.074219 1620713442.8351
MEM 247.667969 1620713442.9359
MEM 252.824219 1620713443.0363
MEM 256.640625 1620713443.1368
MEM 262.378906 1620713443.2374
MEM 267.882812 1620713443.3381
MEM 273.636719 1620713443.4388
MEM 289.832031 1620713443.5398
MEM 289.832031 1620713443.6403
MEM 290.660156 1620713443.7408
MEM 292.703125 1620713443.8414
MEM 292.855469 1620713443.9420
MEM 292.855469 1620713444.0429
MEM 292.855469 1620713444.1438
MEM 293.105469 1620713444.2443
MEM 293.105469 1620713444.3449
MEM 293.406250 1620713444.4455
MEM 293.406250 1620713444.5460
MEM 293.406250 1620713444.6464
MEM 293.406250 1620713444.7472
MEM 293.406250 1620713444.8481
MEM 293.531250 1620713444.9487
MEM 293.531250 1620713445.0492
MEM 293.785156 1620713445.1499
MEM 293.785156 1620713445.2505
MEM 293.785156 1620713445.3512
MEM 293.785156 1620713445.4520
MEM 294.042969 1620713445.5524
MEM 294.042969 1620713445.6529
MEM 294.042969 1620713445.7533
MEM 294.042969 1620713445.8536
MEM 294.300781 1620713445.9544
MEM 294.300781 1620713446.0549
MEM 294.300781 1620713446.1554
MEM 294.558594 1620713446.2559
MEM 294.558594 1620713446.3563
MEM 294.558594 1620713446.4568
MEM 294.558594 1620713446.5573
MEM 294.816406 1620713446.6578
MEM 294.816406 1620713446.7586
MEM 294.941406 1620713446.8593
MEM 294.941406 1620713446.9602
MEM 294.941406 1620713447.0607
MEM 294.941406 1620713447.1612
MEM 294.941406 1620713447.2618
MEM 295.179688 1620713447.3623
MEM 295.203125 1620713447.4627
MEM 295.203125 1620713447.5638
MEM 295.203125 1620713447.6642
MEM 295.453125 1620713447.7645
MEM 295.453125 1620713447.8650
MEM 295.453125 1620713447.9655
MEM 295.703125 1620713448.0660
MEM 295.703125 1620713448.1663
MEM 295.703125 1620713448.2668
MEM 295.703125 1620713448.3674
MEM 295.960938 1620713448.4679
MEM 295.960938 1620713448.5682
MEM 295.960938 1620713448.6689
MEM 296.218750 1620713448.7693
MEM 296.218750 1620713448.8697
MEM 296.476562 1620713448.9702
MEM 296.476562 1620713449.0706
MEM 296.476562 1620713449.1710
MEM 296.734375 1620713449.2717
MEM 296.839844 1620713449.3721
MEM 296.839844 1620713449.4725
MEM 296.839844 1620713449.5729
MEM 296.839844 1620713449.6735
MEM 296.839844 1620713449.7740
MEM 297.117188 1620713449.8744
MEM 297.117188 1620713449.9752
MEM 297.117188 1620713450.0759
MEM 297.328125 1620713450.1762
MEM 297.328125 1620713450.2766
MEM 297.328125 1620713450.3770
MEM 297.328125 1620713450.4776
MEM 297.582031 1620713450.5780
MEM 297.824219 1620713450.6785
MEM 297.824219 1620713450.7789
MEM 297.824219 1620713450.8799
MEM 297.824219 1620713450.9803
MEM 297.824219 1620713451.0807
MEM 297.824219 1620713451.1812
MEM 297.824219 1620713451.2822
MEM 297.824219 1620713451.3829
MEM 297.824219 1620713451.4837
MEM 297.824219 1620713451.5841
MEM 297.824219 1620713451.6848
MEM 297.824219 1620713451.7852
MEM 297.824219 1620713451.8857
MEM 297.824219 1620713451.9862
MEM 298.082031 1620713452.0870
MEM 298.082031 1620713452.1878
MEM 298.082031 1620713452.2884
MEM 298.339844 1620713452.3889
MEM 298.339844 1620713452.4894
MEM 298.339844 1620713452.5900
MEM 298.339844 1620713452.6907
MEM 298.339844 1620713452.7911
MEM 298.597656 1620713452.8921
MEM 298.597656 1620713452.9925
MEM 298.597656 1620713453.0930
MEM 298.855469 1620713453.1935
MEM 298.855469 1620713453.2942
MEM 298.949219 1620713453.3948
MEM 298.949219 1620713453.4952
MEM 298.949219 1620713453.5957
MEM 298.949219 1620713453.6960
MEM 299.199219 1620713453.7963
MEM 299.199219 1620713453.8969
MEM 299.199219 1620713453.9974
MEM 299.199219 1620713454.0980
MEM 299.457031 1620713454.1989
MEM 299.488281 1620713454.2994
MEM 299.488281 1620713454.4002
MEM 299.488281 1620713454.5006
MEM 299.488281 1620713454.6011
MEM 299.742188 1620713454.7016
MEM 299.742188 1620713454.8019
MEM 299.742188 1620713454.9029
MEM 299.742188 1620713455.0037
MEM 300.000000 1620713455.1043
MEM 300.000000 1620713455.2048
MEM 300.000000 1620713455.3055
MEM 300.257812 1620713455.4061
MEM 300.257812 1620713455.5069
MEM 300.257812 1620713455.6077
MEM 300.257812 1620713455.7083
MEM 300.515625 1620713455.8088
MEM 300.605469 1620713455.9094
MEM 300.605469 1620713456.0098
MEM 300.605469 1620713456.1110
MEM 300.605469 1620713456.2120
MEM 300.859375 1620713456.3124
MEM 301.128906 1620713456.4129
MEM 301.128906 1620713456.5134
MEM 301.128906 1620713456.6143
MEM 301.128906 1620713456.7148
MEM 301.382812 1620713456.8155
MEM 301.382812 1620713456.9161
MEM 301.382812 1620713457.0166
MEM 301.640625 1620713457.1170
MEM 301.640625 1620713457.2176
MEM 301.640625 1620713457.3183
MEM 301.640625 1620713457.4191
MEM 301.945312 1620713457.5201
MEM 301.945312 1620713457.6206
MEM 301.945312 1620713457.7214
MEM 301.945312 1620713457.8219
MEM 301.945312 1620713457.9226
MEM 301.945312 1620713458.0234
MEM 301.945312 1620713458.1243
MEM 301.945312 1620713458.2248
MEM 301.945312 1620713458.3260
MEM 301.945312 1620713458.4268
MEM 302.207031 1620713458.5276
MEM 302.207031 1620713458.6288
MEM 302.207031 1620713458.7292
MEM 302.207031 1620713458.8298
MEM 302.207031 1620713458.9304
MEM 302.207031 1620713459.0314
MEM 302.460938 1620713459.1319
MEM 302.460938 1620713459.2323
MEM 302.519531 1620713459.3328
MEM 302.519531 1620713459.4335
MEM 302.519531 1620713459.5341
MEM 302.519531 1620713459.6346
MEM 302.519531 1620713459.7354
MEM 302.519531 1620713459.8365
MEM 302.519531 1620713459.9371
MEM 302.519531 1620713460.0376
MEM 302.773438 1620713460.1381
MEM 302.773438 1620713460.2385
MEM 302.773438 1620713460.3393
MEM 302.773438 1620713460.4398
MEM 302.773438 1620713460.5402
MEM 302.773438 1620713460.6408
MEM 303.031250 1620713460.7412
MEM 303.054688 1620713460.8422
MEM 303.054688 1620713460.9429
MEM 303.054688 1620713461.0434
MEM 303.054688 1620713461.1441
MEM 303.054688 1620713461.2446
MEM 303.054688 1620713461.3450
MEM 303.054688 1620713461.4455
MEM 303.355469 1620713461.5461
MEM 303.355469 1620713461.6468
MEM 303.355469 1620713461.7477
MEM 303.355469 1620713461.8484
MEM 303.355469 1620713461.9488
MEM 303.355469 1620713462.0493
MEM 303.601562 1620713462.1498
MEM 303.601562 1620713462.2504
MEM 303.601562 1620713462.3510
MEM 303.601562 1620713462.4520
MEM 303.601562 1620713462.5524
MEM 303.699219 1620713462.6530
MEM 303.699219 1620713462.7538
MEM 303.699219 1620713462.8543
MEM 303.699219 1620713462.9547
MEM 303.699219 1620713463.0551
MEM 303.699219 1620713463.1556
MEM 303.949219 1620713463.2562
MEM 303.949219 1620713463.3567
MEM 303.949219 1620713463.4574
MEM 303.949219 1620713463.5581
MEM 303.949219 1620713463.6588
MEM 303.949219 1620713463.7593
MEM 303.949219 1620713463.8599
MEM 304.203125 1620713463.9602
MEM 304.203125 1620713464.0609
MEM 304.203125 1620713464.1614
MEM 304.246094 1620713464.2618
MEM 304.246094 1620713464.3627
MEM 304.246094 1620713464.4637
MEM 304.246094 1620713464.5641
MEM 304.246094 1620713464.6648
MEM 304.246094 1620713464.7654
MEM 304.246094 1620713464.8661
MEM 304.500000 1620713464.9667
MEM 304.500000 1620713465.0671
MEM 304.500000 1620713465.1680
MEM 304.500000 1620713465.2688
MEM 304.500000 1620713465.3693
MEM 304.500000 1620713465.4697
MEM 304.500000 1620713465.5704
MEM 304.500000 1620713465.6708
MEM 304.500000 1620713465.7717
MEM 304.500000 1620713465.8726
MEM 304.500000 1620713465.9731
MEM 304.753906 1620713466.0736
MEM 304.753906 1620713466.1743
MEM 304.839844 1620713466.2748
MEM 304.839844 1620713466.3753
MEM 304.839844 1620713466.4759
MEM 304.839844 1620713466.5762
MEM 304.839844 1620713466.6766
MEM 304.839844 1620713466.7771
MEM 305.093750 1620713466.8776
MEM 305.125000 1620713466.9782
MEM 305.125000 1620713467.0786
MEM 305.125000 1620713467.1791
MEM 305.125000 1620713467.2797
MEM 305.125000 1620713467.3801
MEM 305.125000 1620713467.4806
MEM 305.125000 1620713467.5812
MEM 305.125000 1620713467.6817
MEM 305.125000 1620713467.7822
MEM 305.125000 1620713467.8826
MEM 305.125000 1620713467.9832
MEM 305.378906 1620713468.0839
MEM 305.378906 1620713468.1845
MEM 305.378906 1620713468.2849
MEM 305.378906 1620713468.3854
MEM 305.378906 1620713468.4863
MEM 305.378906 1620713468.5872
MEM 305.628906 1620713468.6880
MEM 305.628906 1620713468.7889
MEM 305.628906 1620713468.8894
MEM 305.628906 1620713468.9904
MEM 305.628906 1620713469.0910
MEM 305.628906 1620713469.1913
MEM 305.628906 1620713469.2918
MEM 305.628906 1620713469.3923
MEM 305.628906 1620713469.4927
MEM 305.628906 1620713469.5933
MEM 305.628906 1620713469.6940
MEM 305.628906 1620713469.7945
MEM 305.886719 1620713469.8952
MEM 305.886719 1620713469.9957
MEM 305.886719 1620713470.0961
MEM 305.957031 1620713470.1967
MEM 305.957031 1620713470.2972
MEM 305.957031 1620713470.3977
MEM 305.957031 1620713470.4984
MEM 305.957031 1620713470.5989
MEM 305.957031 1620713470.6997
MEM 305.957031 1620713470.8003
MEM 305.957031 1620713470.9008
MEM 305.957031 1620713471.0012
MEM 305.957031 1620713471.1017
MEM 305.957031 1620713471.2023
MEM 305.957031 1620713471.3031
MEM 306.218750 1620713471.4039
MEM 306.218750 1620713471.5045
MEM 306.218750 1620713471.6050
MEM 306.218750 1620713471.7055
MEM 306.218750 1620713471.8061
MEM 306.218750 1620713471.9065
MEM 306.218750 1620713472.0070
MEM 306.218750 1620713472.1074
MEM 306.218750 1620713472.2080
MEM 306.218750 1620713472.3083
MEM 306.218750 1620713472.4088
